name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
University of Minnesota - Morris,Public,,0.6,,,1150,,,24,0.65,0.8,0.6,8000,20000,8000,12000,1200,,,,47,Rural,2024-01-01,Yes,
University of Minnesota - Twin Cities Campus,Public,,0.6,,,1300,,,28,0.7,0.85,0.6,8000,35000,8000,12000,50000,,,,54,Urban,2024-01-01,Yes,
University of Mississippi,Public,,0.65,,,1200,,,25,0.68,0.85,0.65,8000,25000,8000,12000,21000,,,,51,Suburban,2024-01-01,Yes,
University of Mississippi Medical Center,Public,,0.5,,,1250,,,27,0.6,0.8,0.6,8000,24000,8000,12000,3000,,,,54,Urban,2024-01-15,No,
University of Missouri - Columbia,Public,,0.66,,,1280,,,27,0.67,0.85,0.6,8000,30000,8000,12000,30000,,,,51,Urban,2024-01-01,Yes,
University of Missouri - Kansas City,Public,,0.6,,,1200,,,25,0.6,0.75,0.6,8000,25000,8000,12000,14000,,,,51,Urban,2024-01-01,Yes,
University of Missouri - Saint Louis,Public,,0.6,,,1150,,,24,0.6,0.75,0.6,8000,25000,8000,12000,13000,,,,50,Urban,2024-01-01,Yes,
University of Mobile,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1500,,,,50,Suburban,2024-01-15,Yes,
University of Montana,Public,,0.7,,,1200,,,25,0.6,0.8,0.6,8000,35000,8000,13000,11000,,,,48,Urban,2024-01-15,Yes,
University of Montana Western,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,8000,20000,8000,12000,1200,,,,43,Rural,2024-01-15,Yes,
University of Montevallo,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,20000,8000,12000,3000,,,,49,Suburban,2024-01-15,Yes,
University of Nebraska (System),Public,,0.75,,,1250,,,26,0.65,0.85,0.65,8000,25000,8000,12000,25000,,,,48,Urban,2024-01-01,Yes,
University of Nebraska - Kearney,Public,,0.65,,,1100,,,24,0.6,0.75,0.6,8000,18000,8000,12000,6000,,,,48,Suburban,2024-01-15,Yes,
University of Nebraska - Lincoln,Public,,0.75,,,1250,,,27,0.68,0.85,0.65,8000,25000,8000,12000,25000,,,,49,Urban,2024-01-15,Yes,
University of Nebraska - Omaha,Public,,0.7,,,1150,,,24,0.6,0.75,0.65,8000,20000,8000,12000,15000,,,,47,Urban,2024-01-15,Yes,
University of Nebraska Medical Center,Public,,0.4,,,1300,,,28,0.7,0.85,0.6,8000,30000,8000,12000,6000,,,,61,Urban,2024-01-15,Yes,
University of Nevada - Las Vegas,Public,,0.75,,,1150,,,24,0.55,0.8,0.65,8000,22000,8000,13000,30000,,,,44,Urban,2024-01-15,Yes,
University of Nevada - Reno,Public,,0.75,,,1180,,,25,0.65,0.8,0.65,8000,28000,8000,12000,21000,,,,47,Urban,2024-01-15,Yes,
University of New England,Private,4,0.92,,,1150,,,24,0.63,0.79,0.7,39,38675,31722,18690,2135,11.0,61,3751,25,Suburban,February 15,Neither required nor recommended,Required
"University of New England, Westbrook College Campus",Private,,0.5,,,1150,,,24,0.7,0.8,0.7,20000,38000,20000,13000,2000,,,,52,Suburban,2024-01-15,Yes,
University of New Hampshire,Public,4,0.88,1100,1320,1210,26,30,28,0.77,0.87,0.59,25,24762,22433,14320,11261,17.0,134,3918,50,Suburban,February 1,Considered if submitted,Required
University of New Hampshire - Manchester,Public,,0.6,,,1200,,,25,0.65,0.75,0.6,8000,35000,8000,12000,3000,,,,49,Urban,2024-01-15,Yes,
University of New Haven,Private,4,0.6,1065,1260,1162,23,28,26,0.59,0.77,0.74,34,34201,35564,19538,4841,16.0,109,3663,52,Suburban,Not available,Considered if submitted,Required
University of New Mexico,Public,4,0.79,900,1160,1030,19,26,22,0.52,0.75,0.59,8,7528,15498,12026,17562,15.0,147,4845,44,Urban,Not available,Not available,Required
University of New Orleans,Public,4,0.56,1020,1230,1125,20,25,22,0.43,0.68,0.6,11,11190,8000,12230,5798,18.0,74,,48,Urban,Not available,Required for some,Required
University Of North Alabama,Public,4,0.71,960,1215,1088,19,26,22,0.54,0.8,0.54,10,10441,15573,15573,54,17.0,75,,42,"$10,441",Not available,Neither required nor recommended,Required
University of North America,Private For-Profit,,0.6,,,1100,,,25,0.6,0.7,0.6,10000,20000,10000,12000,1500,,,,47,Urban,Rolling,Yes,
University of North Carolina at Asheville,Public,4,0.92,1180,1330,1255,23,29,26,0.55,0.72,0.54,14,14175,12419,11398,2909,13.0,34,5013,42,Urban,August 1,Required for some,Required
University of North Carolina at Chapel Hill,Public,4,0.19,1360,1520,1440,30,34,32,0.92,0.97,0.38,11,11140,17382,15038,20576,15.0,135,5816,82,Suburban,January 15,Considered if submitted,Required
University of North Carolina at Charlotte,Public,,0.63,,,1220,,,26,0.66,0.86,0.65,8000,25000,8000,12000,30000,,,,51,Urban,2024-01-15,Yes,
University of North Carolina at Greensboro,Public,4,0.65,1150,1335,1242,22,27,24,0.58,0.79,0.72,11,10592,13551,13484,14062,18.0,117,5913,51,Urban,March 1,Required for some,Required
University of North Carolina at Pembroke,Public,4,0.93,910,1130,1020,16,21,18,0.45,0.72,0.68,10,9687,11672,10025,5330,14.0,51,5534,36,Rural,July 1,Considered if submitted,Required
University Of North Carolina At Wilmington,Public,4,0.64,1230,1340,1285,24,29,26,0.71,0.88,0.46,19,18606,11569,14268,14922,17.0,91,5907,56,Urban,February 1,Required for some,Required
University of North Dakota,Public,4,0.77,1120,1310,1215,21,27,24,0.63,0.84,0.43,18,18227,19031,11390,9981,17.0,163,6878,48,Urban,August 15,Neither required nor recommended,Required
University of North Florida,Public,4,0.71,1070,1260,1165,19,25,22,0.63,0.85,0.47,11,10628,9282,11810,13357,19.0,99,5490,49,Urban,May 1,Required,Required
University of North Texas,Public,4,0.72,990,1220,1105,19,27,23,0.6,0.77,0.59,15,14675,15558,11194,34341,26.0,151,6481,44,Suburban,August 1,Considered if submitted,Required
University of North Texas Health Science Center at Fort Worth,Public,,0.5,,,1250,,,27,0.6,0.8,0.6,8000,20000,8000,12000,8000,,,,55,Urban,2024-01-15,Yes,
University of Northern Colorado,Public,4,0.94,960,1170,1065,21,26,24,0.51,0.76,0.6,19,51,20498,17064,5645,14.0,89,4074,41,Suburban,August 1,Considered if submitted,Required
University of Northern Iowa,Public,,0.7,,,1150,,,24,0.7,0.8,0.6,8000,20000,8000,12000,10000,,,,49,Suburban,2024-01-15,Yes,
University of Northern Virginia,Private For-Profit,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,15000,8000,12000,1000,,,,42,Suburban,Rolling,Yes,
University of Northern Washington,Public,,0.75,,,1150,,,24,0.65,0.8,0.7,10000,25000,10000,15000,12000,,,,46,Suburban,2024-05-01,Yes,
University of NorthWest,Public,,0.5,,,1250,,,27,0.65,0.75,0.65,8000,25000,8000,12000,20000,,,,55,Suburban,2024-01-15,Yes,
University of Notre Dame,Private,4,0.11,1470,1540,1505,33,35,34,0.97,0.99,0.46,29,29083,67855,18348,8818,8.0,94,1841,87,Suburban,January 1,Considered if submitted,Required
University of Oklahoma,Public,4,0.77,1160,1320,1240,23,29,26,0.75,0.9,0.47,20,19900,16189,15798,22734,17.0,147,6879,51,Suburban,February 1,Considered if submitted,Required
University of Oklahoma Health Sciences Center,Public,,0.5,,,1250,,,27,0.65,0.85,0.6,8000,30000,8000,12000,5000,,,,56,Urban,2024-01-15,No,
University of Oregon,Public,,0.5,,,1300,,,28,0.7,0.85,0.6,8000,40000,8000,13000,23000,,,,58,Urban,2024-01-15,Yes,
University of Osteopathic Medicine and Health Science,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,25000,20000,12000,2000,,,,53,Urban,2024-01-15,Yes,
University of Pennsylvania,Private,4,0.05,,,1480,34,36,35,0.97,0.98,0.46,26,26017,70971,19174,10013,8.0,220,,88,Urban,January 5,Required,Required
University Of Phoenix,Private,4,0.8,,,1050,,,21,0.14,0.42,0.6,14,13612,10000,12000,20000,110.0,79,,6,Urban,Not available,Not available,Not available
University of Pittsburgh,Public,4,0.58,640,720,680,29,33,31,0.84,0.92,0.47,24,24338,18561,14720,20256,13.0,259,2927,63,Urban,July 30,Considered if submitted,Required
University of Pittsburgh at Bradford,Public,,0.6,,,1100,,,25,0.6,0.7,0.6,8000,26000,8000,12000,1200,,,,46,Rural,2024-01-15,Yes,
University of Pittsburgh at Greensburg,Public,4,0.95,510,600,555,17,26,22,0.4,0.69,0.71,17,17196,17088,13720,1301,14.0,31,2936,33,Suburban,August 20,Considered if submitted,Required
University Of Pittsburgh At Johnstown,Public,4,0.97,,,1150,,,24,0.54,0.76,0.6,18,17909,8000,15790,3500,15.0,41,,19,Suburban,Not available,Required,Required
University of Portland,Private,4,0.95,1168,1370,1269,25,31,28,0.8,0.88,0.62,35,34951,52322,18000,2957,11.0,50,,48,Urban,January 15,Considered if submitted,Required
University of Puget Sound,Private,4,0.88,,,1300,27,32,30,0.68,0.88,0.54,42,42301,82,17316,1866,10.0,57,4067,49,Urban,January 15,Considered if submitted,Required
University of Redlands,Private,,0.5,,,1250,,,27,0.7,0.8,0.7,20000,50000,20000,13000,4000,,,,55,Suburban,2024-01-15,Yes,
University of Rhode Island,Public,4,0.72,1020,1260,1140,26,31,28,0.7,0.83,0.71,21,20964,17388,14638,13381,16.0,151,,54,Rural,February 1,Considered if submitted,Required
University of Richmond,Private,,0.22,1430,1510,1470,33,35,34,0.88,0.91,0.35,35,35263,63291,18010,2980,7.0,62,5569,77,Suburban,January 1,Considered if submitted,Required
University of Rio Grande,Public,4,0.7,,,1050,,,21,0.18,0.53,0.6,27,26581,8000,10800,2000,16.0,60,,10,Rural,Not available,Not available,Not available
University of Rochester,Private,4,0.4,1420,1500,1460,32,34,33,0.84,0.9,0.47,41,40900,65522,20466,6331,8.0,174,2928,71,Urban,January 5,Considered if submitted,Required
University of San Diego,Private,4,0.52,,,1350,,,30,0.82,0.91,0.53,38,37675,59506,18230,5671,13.0,83,4849,43,Urban,January 15,Neither required nor recommended,Required
University of San Francisco,Private,,0.45,,,1300,,,28,0.84,0.87,0.75,25000,55000,25000,15000,10000,,,,62,Urban,2024-01-15,Yes,
University of Science and Arts of Oklahoma,Public,4,0.66,,,1100,21,26,24,0.36,0.66,0.6,9,8685,7000,10940,941,13.0,24,6544,43,Rural,Not available,Required,Required
University of Scranton,Private,4,0.81,1160,1300,1230,25,30,28,0.81,0.85,0.75,32,32100,42765,17380,3554,11.0,87,2929,52,Urban,August 1,Recommended,Required
University of Sioux Falls,Private,,0.6,,,1100,,,25,0.65,0.75,0.7,15000,20000,15000,12000,1200,,,,48,Urban,2024-01-15,Yes,
University of South Alabama,Public,4,0.65,1030,1178,1104,19,26,22,0.52,0.76,0.6,14,13613,14183,14183,61,19.0,91,,42,"$13,613",July 15,Required for some,Required
University of South Carolina,Public,,0.62,,,1280,,,27,0.67,0.88,0.65,8000,36000,8000,13000,35000,,,,52,Urban,2024-01-01,Yes,
University of South Carolina - Aiken,Public,,0.6,,,1100,,,25,0.55,0.75,0.6,8000,25000,8000,12000,3000,,,,48,Suburban,2024-01-15,Yes,
University of South Carolina - Beaufort,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,7000,20000,7000,12000,1500,,,,45,Suburban,2024-01-15,Yes,
University of South Carolina - Lancaster,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,18000,8000,12000,1000,,,,42,Rural,Rolling,Yes,
University of South Carolina - Salkehatchie,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,7000,18000,7000,12000,500,,,,41,Rural,Rolling,Yes,
University of South Carolina - Spartanburg,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,36000,8000,12000,5000,,,,50,Suburban,2024-01-15,Yes,
University of South Carolina - Sumter,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,18000,8000,12000,1000,,,,42,Suburban,Rolling,Yes,
University of South Carolina - Union,Public,,0.7,,,1100,,,24,0.5,0.7,0.6,8000,18000,8000,12000,800,,,,41,Rural,2024-01-15,Yes,
University of South Dakota,Public,,0.6,,,1150,,,24,0.6,0.75,0.65,8000,20000,8000,12000,8000,,,,49,Rural,2024-01-15,Yes,
University of South Florida,Public,,0.45,,,1270,,,27,0.69,0.87,0.65,8000,22000,8000,12000,50000,,,,58,Urban,2024-01-15,Yes,
University of Southern California,Private,,0.12,,,1440,,,32,0.92,0.96,0.75,20000,60000,20000,15000,40000,,,,79,Urban,2024-01-15,Yes,
University of Southern Indiana,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,8000,19000,8000,12000,10000,,,,47,Suburban,2024-01-15,Yes,
University of Southern Maine,Public,,0.6,,,1150,,,24,0.6,0.75,0.6,8000,24000,8000,13000,8000,,,,49,Urban,2024-01-15,Yes,
University of Southern Mississippi,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,22000,8000,12000,14000,,,,51,Suburban,2024-01-15,Yes,
University of St. Francis,Private,,0.5,,,1150,,,24,0.65,0.75,0.7,15000,32000,15000,12000,3000,,,,52,Suburban,2024-01-15,Yes,
"University of St. Thomas, Houston",Private,,0.55,,,1200,,,25,0.65,0.8,0.75,20000,35000,20000,12000,3000,,,,51,Urban,2024-01-15,Yes,
"University of St. Thomas, St. Paul",Private,,0.6,,,1230,,,26,0.75,0.85,0.75,25000,47000,25000,13000,10000,,,,54,Urban,2024-01-15,Yes,
University of Tampa,Private,,0.45,,,1250,,,27,0.65,0.85,0.7,15000,30000,15000,13000,9000,,,,58,Urban,2024-01-15,Yes,
University of Tennessee - Chattanooga,Public,,0.6,,,1150,,,24,0.55,0.75,0.65,8000,24000,8000,12000,11000,,,,49,Urban,2024-01-15,Yes,
University of Tennessee - Knoxville,Public,,0.65,,,1280,,,28,0.66,0.87,0.65,8000,32000,8000,13000,30000,,,,52,Urban,2024-01-15,Yes,
University of Tennessee - Martin,Public,,0.6,,,1100,,,25,0.6,0.75,0.65,8000,21000,8000,12000,7000,,,,50,Rural,2024-01-15,Yes,
University of Tennessee - Memphis,Public,,0.6,,,1200,,,25,0.6,0.75,0.65,8000,30000,8000,12000,15000,,,,51,Urban,2024-01-15,Yes,
University of Tennessee Space Institute,Public,,0.6,,,1200,,,25,0.6,0.75,0.6,8000,30000,8000,12000,1000,,,,47,Rural,2024-01-15,Yes,
University of Texas,Public,,0.3,,,1350,,,30,0.8,0.9,0.6,8000,38000,8000,12000,50000,,,,66,Urban,2024-01-15,Yes,
University of Texas at Arlington,Public,,0.7,,,1200,,,25,0.6,0.8,0.6,8000,28000,8000,12000,34000,,,,47,Urban,2024-01-15,Yes,
University of Texas at Austin,Public,,0.32,,,1360,,,30,0.84,0.94,0.58,8000,45000,8000,13000,50000,,,,67,Urban,2024-01-15,Yes,
University of Texas at Brownsville,Public,,0.65,,,1100,,,24,0.55,0.75,0.6,8000,24000,8000,12000,8000,,,,47,Urban,2024-01-15,Yes,
University of Texas at Dallas,Public,,0.3,,,1350,,,30,0.7,0.85,0.6,8000,40000,8000,12000,30000,,,,65,Suburban,2024-01-15,Yes,
University of Texas at El Paso,Public,,0.75,,,1150,,,24,0.55,0.78,0.65,8000,25000,8000,12000,24000,,,,44,Urban,2024-01-15,Yes,
University of Texas at San Antonio,Public,,0.68,,,1200,,,25,0.58,0.77,0.62,8000,25000,8000,12000,34000,,,,47,Urban,2024-01-15,Yes,
University of Texas at Tyler,Public,,0.65,,,1150,,,24,0.55,0.75,0.6,8000,22000,8000,12000,8000,,,,47,Suburban,2024-01-15,Yes,
University of Texas Health Center at Houston,Public,,0.5,,,1300,,,28,0.6,0.85,0.6,8000,30000,8000,12000,15000,,,,57,Urban,2024-01-15,No,
University of Texas Health Center at Tyler,Public,,0.5,,,1200,,,25,0.6,0.8,0.6,8000,24000,8000,12000,1500,,,,51,Urban,2024-01-15,Yes,
University of Texas Health Science Center at San Antonio,Public,,0.5,,,1300,,,28,0.7,0.85,0.6,8000,30000,8000,12000,15000,,,,58,Urban,2024-01-15,No,
University of Texas M.D. Anderson Cancer Center,Public,,0.3,,,1350,,,30,0.85,0.9,0.6,8000,30000,8000,12000,15000,,,,68,Urban,2024-01-15,Yes,
University of Texas Medical Branch Galveston,Public,,0.5,,,1300,,,28,0.65,0.85,0.6,8000,30000,8000,12000,12000,,,,57,Urban,2024-01-15,No,
University of Texas of the Permian Basin,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,21000,8000,12000,6000,,,,45,Urban,2024-08-01,Yes,
University of Texas Pan American,Public,,0.6,,,1100,,,25,0.55,0.75,0.6,7000,20000,7000,12000,18000,,,,50,Suburban,2024-01-15,Yes,
University of Texas Southwestern Medical Center at Dallas,Public,,0.25,,,1350,,,30,0.85,0.9,0.65,8000,30000,8000,12000,6000,,,,69,Urban,2024-01-15,No,
University of the Arts,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,45000,20000,15000,1200,,,,52,Urban,2024-01-15,Yes,
University of the District of Columbia,Public,,0.6,,,1100,,,25,0.5,0.7,0.65,8000,20000,8000,12000,5000,,,,48,Urban,2024-01-15,Yes,
University of the Incarnate World,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,15000,32000,15000,12000,6000,,,,52,Urban,2024-01-15,Yes,
University of the Ozarks,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,49,Rural,2024-01-15,Yes,
University of the Pacific,Private,,0.6,,,1250,,,27,0.7,0.8,0.7,20000,52000,20000,15000,6000,,,,53,Suburban,2024-01-15,Yes,
University of the Sciences in Philadelphia,Private,,0.5,,,1250,,,27,0.7,0.8,0.7,20000,35000,20000,13000,3000,,,,55,Urban,2024-01-15,Yes,
University of the South,Private,,0.4,,,1350,,,30,0.85,0.9,0.7,25000,55000,25000,13000,1500,,,,62,Rural,2024-01-15,Yes,
University of the Southwest,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,46,Rural,Rolling,Yes,
University of Toledo,Public,,0.75,,,1150,,,24,0.6,0.75,0.65,8000,25000,8000,12000,20000,,,,45,Urban,2024-01-15,Yes,
University of Tulsa,Private,,0.5,,,1250,,,27,0.7,0.8,0.7,20000,40000,20000,13000,4000,,,,55,Urban,2024-01-15,Yes,
University of Utah,Public,,0.66,,,1250,,,27,0.63,0.85,0.65,8000,35000,8000,13000,32000,,,,50,Urban,2024-01-01,Yes,
University of Vermont,Public,,0.67,,,1300,,,28,0.75,0.87,0.65,10000,45000,10000,13000,13000,,,,54,Suburban,2024-01-15,Yes,
University of Virginia,Public,,0.2,,,1450,,,32,0.94,0.97,0.6,10000,60000,10000,15000,24000,,,,74,Suburban,2024-01-01,Yes,
"University of Virginia, College at Wise",Public,,0.65,,,1100,,,25,0.6,0.75,0.6,8000,24000,8000,12000,2500,,,,47,Rural,2024-01-15,Yes,
University of Washington,Public,,0.5,,,1360,,,31,0.84,0.93,0.6,10000,38000,10000,13000,47000,,,,62,Urban,2024-01-15,Yes,
"University of Washington, Tacoma",Public,,0.75,,,1150,,,24,0.65,0.8,0.7,12000,38000,12000,15000,5000,,,,46,Urban,2023-08-01,Yes,
University of West Alabama,Public,,0.7,,,1100,,,24,0.5,0.7,0.6,8000,20000,8000,12000,5000,,,,44,Rural,2024-08-01,Yes,
University of West Florida,Public,,0.55,,,1200,,,25,0.65,0.75,0.6,7000,18000,7000,12000,13000,,,,53,Suburban,2024-01-15,Yes,
University of West Los Angeles,Private For-Profit,,0.7,,,1100,,,24,0.6,0.75,0.7,10000,20000,10000,12000,1000,,,,43,Urban,Rolling,Yes,
University of Wisconsin - Eau Claire,Public,,0.65,,,1200,,,25,0.67,0.8,0.65,8000,25000,8000,12000,11000,,,,50,Suburban,2024-01-01,Yes,
University of Wisconsin - Green Bay,Public,,0.6,,,1150,,,24,0.6,0.75,0.6,8000,18000,8000,12000,7000,,,,49,Suburban,2024-01-01,Yes,
University of Wisconsin - La Crosse,Public,,0.6,,,1230,,,26,0.7,0.8,0.6,8000,20000,8000,12000,10000,,,,53,Urban,2024-01-01,Yes,
University of Wisconsin - Madison,Public,,0.5,,,1350,,,30,0.87,0.93,0.6,8000,36000,8000,13000,44000,,,,62,Urban,2024-01-01,Yes,
University of Wisconsin - Milwaukee,Public,,0.6,,,1200,,,25,0.6,0.75,0.6,8000,25000,8000,13000,24000,,,,50,Urban,2024-01-01,Yes,
University of Wisconsin - Oshkosh,Public,,0.6,,,1150,,,24,0.6,0.75,0.65,8000,20000,8000,12000,12000,,,,50,Suburban,2024-01-01,Yes,
University of Wisconsin - Parkside,Public,,0.6,,,1150,,,24,0.55,0.75,0.6,8000,21000,8000,12000,5000,,,,49,Suburban,2024-01-15,Yes,
University of Wisconsin - Platteville,Public,,0.65,,,1150,,,24,0.65,0.75,0.6,8000,18000,8000,12000,7500,,,,49,Rural,2024-01-15,Yes,
University of Wisconsin - River Falls,Public,,0.6,,,1150,,,24,0.65,0.78,0.6,8000,18000,8000,12000,6000,,,,50,Suburban,2024-01-01,Yes,
University of Wisconsin - Stevens Point,Public,,0.6,,,1200,,,25,0.6,0.8,0.6,8000,20000,8000,12000,8000,,,,51,Suburban,2024-01-01,Yes,
University of Wisconsin - Stout,Public,,0.6,,,1200,,,25,0.65,0.75,0.6,8000,20000,8000,12000,8000,,,,51,Rural,2024-01-01,Yes,
University of Wisconsin - Superior,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,2500,,,,46,Rural,2024-01-15,Yes,
University of Wisconsin - Whitewater,Public,,0.6,,,1110,,,24,0.6,0.75,0.65,8000,18000,8000,12000,12000,,,,50,Suburban,2024-01-01,Yes,
University of Wyoming,Public,,0.7,,,1200,,,25,0.6,0.8,0.6,8000,25000,8000,12000,12000,,,,48,Rural,2024-01-15,Yes,
Upper Iowa University,Private,,0.6,,,1100,,,24,0.6,0.7,0.7,10000,20000,10000,12000,3000,,,,47,Rural,Rolling,Yes,
Urbana University,Private,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,15000,8000,12000,1500,,,,45,Suburban,2024-01-15,Yes,
Ursinus College,Private,,0.6,,,1250,,,27,0.8,0.85,0.8,25000,57000,25000,14000,1500,,,,53,Suburban,2024-01-15,Yes,
Ursuline College,Private,,0.5,,,1150,,,24,0.7,0.75,0.8,20000,30000,20000,13000,800,,,,50,Suburban,2024-01-15,Yes,
Utah State University,Public,,0.7,,,1200,,,25,0.67,0.8,0.6,8000,26000,8000,12000,28000,,,,48,Rural,2024-01-01,Yes,
Utah Valley State College,Public,,0.7,,,1100,,,25,0.5,0.75,0.6,8000,18000,8000,12000,35000,,,,45,Suburban,2024-01-15,Yes,
Utica College,Private,,0.5,,,1150,,,24,0.6,0.7,0.7,10000,30000,10000,12000,3000,,,,50,Urban,2024-01-15,Yes,
Valdosta State University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,18000,8000,12000,10000,,,,48,Urban,2024-01-01,Yes,
Valley City State University,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,7000,16000,7000,12000,1500,,,,43,Rural,2024-08-01,Yes,
Valley Forge Christian College,Private,,0.6,,,1100,,,25,0.7,0.75,0.8,20000,20000,20000,12000,800,,,,48,Suburban,2024-01-15,Yes,
Valparaiso University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,40000,20000,13000,5000,,,,55,Suburban,2024-01-15,Yes,
Vanderbilt University,Private,,0.1,,,1480,,,33,0.9,0.95,0.7,20000,57000,20000,15000,13000,,,,81,Urban,2024-01-01,Yes,
VanderCook College of Music,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,20000,20000,12000,500,,,,51,Urban,2024-01-15,Yes,
Vanguard University of Southern California,Private,,0.5,,,1150,,,24,0.65,0.75,0.8,20000,35000,20000,13000,1500,,,,50,Suburban,2024-01-15,Yes,
Vassar College,Private,,0.2,,,1400,,,32,0.88,0.95,0.75,30000,60000,30000,15000,2400,,,,71,Suburban,2024-01-01,Yes,
Vennard College,Private,,0.6,,,1100,,,25,0.6,0.7,0.8,15000,20000,15000,12000,500,,,,46,Rural,2024-01-01,Yes,
Vermont Law School,Private,,0.4,,,1300,,,28,0.85,0.9,0.7,20000,50000,20000,15000,600,,,,60,Rural,2024-01-15,Yes,
Vermont Technical College,Public,,0.6,,,1100,,,24,0.6,0.75,0.6,8000,30000,8000,12000,1200,,,,46,Rural,2024-01-15,Yes,
Villa Julie College,Private,,0.5,,,1150,,,24,0.65,0.75,0.7,20000,25000,20000,12000,1500,,,,50,Suburban,2024-01-15,Yes,
Villanova University,Private,,0.25,,,1400,,,32,0.89,0.95,0.85,25000,60000,25000,15000,10000,,,,72,Suburban,2024-01-15,Yes,
Virginia College,Private For-Profit,,0.7,,,1050,,,21,0.6,0.7,0.6,8000,15000,8000,12000,2000,,,,41,Urban,Rolling,Yes,
Virginia Commonwealth University,Public,,0.6,,,1200,,,25,0.6,0.8,0.6,8000,35000,8000,13000,29000,,,,50,Urban,2024-01-15,Yes,
Virginia Intermont College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,500,,,,46,Rural,Rolling,Yes,
Virginia International University,Private For-Profit,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,15000,8000,12000,1000,,,,42,Suburban,Rolling,Yes,
Virginia Military Institute,Public,,0.6,,,1300,,,28,0.7,0.85,0.6,8000,45000,8000,13000,1700,,,,52,Rural,2024-01-15,No,
Virginia Polytechnic Institute and State University (Virginia Tech),Public,,0.5,,,1350,,,30,0.7,0.9,0.6,8000,47000,8000,12000,35000,,,,59,Rural,2024-01-15,Yes,
