name,url,city,state,type,size_category,acceptance_rate,sat_50th_percentile,act_50th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,application_deadline_fall,application_fee,average_financial_aid,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,ipeds_id
University of California System,http://www.universityofcalifornia.edu/,Berkeley,CA,Public,Large,0.2,1400,32,15000,45000,15000,0.85,0.95,250000,20,West,"Biology, Engineering, Psychology",70000,Urban,True,2024-01-01,70,10000,0.6,0.2,37.8716,-122.2727,True,
"University of California, Berkeley",http://www.berkeley.edu/,Berkeley,CA,Public,Large,0.14,1400,32,15000,45000,15000,0.92,0.95,42000,18,West,"Engineering, Biological Sciences, Social Sciences",80000,Urban,True,2024-01-01,70,10000,0.55,0.14,37.8716,-122.2727,True,001312
"University of California, Davis",http://www.ucdavis.edu/,Davis,CA,Public,Large,0.4,1350,30,15000,45000,14000,0.86,0.93,38000,19,West,"Biological Sciences, Psychology, Engineering",65000,Suburban,True,2024-11-30,70,10000,0.6,0.4,38.5382,-121.7617,True,California-000000
"University of California, Hastings College of Law",http://www.uchastings.edu/,San Francisco,CA,Public,Small,0.35,1400,32,15000,45000,15000,0.85,0.9,1000,12,West,"Law, Legal Studies, Public Policy",80000,Urban,True,2024-01-15,65,10000,0.7,0.35,37.7749,-122.4194,True,
"University of California, Irvine",http://www.uci.edu/,Irvine,CA,Public,Large,0.2,1400,32,15000,45000,15000,0.87,0.92,32000,18,West,"Biological Sciences, Computer Science, Psychology",70000,Suburban,True,2024-01-01,70,10000,0.6,0.25,33.6405,-117.8443,True,California-Universities-001
"University of California, Los Angeles",http://www.ucla.edu/,Los Angeles,CA,Public,Large,0.14,1390,32,13500,45000,15000,0.91,0.95,45000,18,West,"Biology, Psychology, Political Science",80000,Urban,True,2024-11-30,70,10000,0.57,0.14,34.0682,-118.4455,True,001315
"University of California, Merced",http://www.ucmerced.edu/,Merced,CA,Public,Medium,0.5,1200,25,13000,40000,15000,0.6,0.8,8000,20,West,"Biological Sciences, Engineering, Psychology",50000,Suburban,True,2024-01-15,70,8000,0.6,0.5,37.3652,-120.4328,True,null
"University of California, Oakland",http://www.ucop.edu/,Oakland,CA,Public,Large,0.4,1350,30,15000,45000,14000,0.65,0.85,30000,20,West,"Business, Engineering, Biological Sciences",60000,Urban,True,2024-01-01,70,8000,0.6,0.4,37.8044,-122.2711,True,
"University of California, Riverside",http://www.ucr.edu/,Riverside,CA,Public,Large,0.54,1260,27,14000,45000,15000,0.69,0.85,23000,20,West,"Biological Sciences, Business Administration, Psychology",55000,Suburban,True,2024-11-30,70,8000,0.62,0.54,33.9533,-117.3962,True,"California State University, Riverside"
"University of California, San Diego",http://www.ucsd.edu/,La Jolla,CA,Public,Large,0.25,1400,32,15000,45000,15000,0.87,0.93,38000,19,West,"Biology, Engineering, Psychology",70000,Suburban,True,2024-01-01,70,8000,0.55,0.25,32.8801,-117.2359,True,California
"University of California, San Francisco",http://www.ucsf.edu/,San Francisco,CA,Public,Large,0.15,1400,32,15000,45000,15000,0.85,0.95,30000,15,West,"Medicine, Nursing, Biological Sciences",80000,Urban,True,2024-01-01,70,10000,0.6,0.15,37.7749,-122.4194,True,
"University of California, Santa Barbara",http://www.ucsb.edu/,Santa Barbara,CA,Public,Large,0.26,1360,30,14500,45000,15000,0.87,0.93,25000,18,West,"Biological Sciences, Psychology, Economics",60000,Suburban,True,2024-01-01,70,10000,0.58,0.3,34.4133,-119.8489,True,001320
"University of California, Santa Cruz",http://www.ucsc.edu/,Santa Cruz,CA,Public,Large,0.5,1320,28,15000,60000,15000,0.82,0.88,19000,19,West,"Biology, Psychology, Computer Science",60000,Suburban,True,2024-01-01,70,10000,0.6,0.5,36.9741,-122.0308,True,California-Universities
University of Central Arkansas,http://www.uca.edu/,Conway,AR,Public,Medium,0.6,1100,25,9500,22000,12000,0.6,0.75,11000,18,Southeast,"Business Administration, Nursing, Psychology",40000,Suburban,True,2024-01-15,50,8000,0.6,0.6,35.0867,-92.4426,True,001092
University of Central Florida,http://www.ucf.edu/,Orlando,FL,Public,Large,0.45,1280,27,6000,22000,13000,0.68,0.87,68000,20,Southeast,"Business, Engineering, Health Sciences",55000,Urban,True,2024-01-15,50,8000,0.65,0.45,28.5383,-81.3792,True,
University of Central Missouri,http://www.ucmo.edu/,Warrensburg,MO,Public,Medium,0.6,1100,24,8000,18000,12000,0.6,0.75,12000,18,Midwest,"Business, Education, Health Sciences",45000,Suburban,True,2024-01-15,50,8000,0.6,0.6,38.775,-93.738,True,
University of Central Oklahoma,http://www.ucok.edu/,Edmond,OK,Public,Large,0.7,1100,24,9000,22000,12000,0.6,0.75,15000,20,Southwest,"Business, Education, Health Sciences",45000,Suburban,True,2024-08-01,50,8000,0.6,0.7,35.6528,-97.4781,True,
University of Central Texas,http://www.vvm.com/uct/,Central Texas,TX,Public,Medium,0.6,1150,24,10000,30000,12000,0.6,0.75,8000,18,Southwest,"Business Administration, Nursing, Psychology",45000,Suburban,True,2024-01-15,50,8000,0.65,0.6,30.2672,-97.7431,True,
University of Charleston,http://www.uchaswv.edu/,Charleston,WV,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.75,2000,12,Southeast,"Business, Health Sciences, Education",40000,Urban,True,2024-01-15,50,10000,0.7,0.6,38.3498,-81.6326,True,
University of Charleston South Carolina,http://univchas.cofc.edu/,Charleston,SC,Public,Medium,0.6,1200,25,12000,36000,13000,0.65,0.78,8000,15,Southeast,"Business Administration, Biology, Psychology",45000,Urban,True,2024-01-15,50,8000,0.65,0.6,32.7765,-79.9311,True,
University of Chicago,http://www.uchicago.edu/,Chicago,IL,Private,Medium,0.07,1500,34,62000,62000,16000,0.93,0.98,15000,6,Midwest,"Economics, Biological Sciences, Political Science",80000,Urban,True,2024-01-02,75,20000,0.7,0.07,41.7886,-87.5987,True,148200
University of Cincinnati,http://www.uc.edu/,Cincinnati,OH,Public,Large,0.76,1230,25,12000,35000,13000,0.67,0.85,40000,18,Midwest,"Business, Engineering, Health Sciences",55000,Urban,True,2024-01-15,50,8000,0.65,0.76,39.123,-84.512,True,202055
University of Colorado at Boulder,http://www.colorado.edu/,Boulder,CO,Public,Large,0.6,1300,28,12000,38000,14000,0.7,0.85,35000,18,West,"Engineering, Business, Environmental Science",60000,Urban,True,2024-01-15,60,8000,0.6,0.6,40.0074,-105.2659,True,001370
University of Colorado at Colorado Springs,http://www.uccs.edu/,Colorado Springs,CO,Public,Medium,0.6,1200,25,10000,30000,12000,0.6,0.75,12000,18,West,"Business Administration, Psychology, Engineering",50000,Suburban,True,2024-01-15,50,8000,0.6,0.6,38.8339,-104.8214,True,
University of Colorado at Denver,http://www.cudenver.edu/,Denver,CO,Public,Large,0.65,1200,25,10000,30000,13000,0.62,0.78,15000,18,West,"Business, Health Sciences, Engineering",60000,Urban,True,2024-01-15,50,8000,0.55,0.65,39.7392,-104.9903,True,001360
University of Colorado Health Sciences Center,http://www.uchsc.edu/,Denver,CO,Public,Large,0.5,1300,28,12000,36000,14000,0.7,0.85,15000,20,West,"Nursing, Pharmacy, Public Health",60000,Urban,True,2024-01-01,50,8000,0.6,0.5,39.7392,-104.9903,True,
University of Connecticut,http://www.uconn.edu/,Storrs,CT,Public,Large,0.49,1300,28,18000,40000,15000,0.83,0.9,20000,16,Northeast,"Business, Engineering, Biological Sciences",60000,Suburban,True,2024-01-15,75,8000,0.63,0.49,41.8085,-72.2494,True,001417
University of Connecticut at Avery Point,http://www.averypoint.uconn.edu/,Groton,CT,Public,Small,0.6,1200,25,15000,45000,12000,0.65,0.8,2000,15,Northeast,"Marine Science, Business, Psychology",50000,Suburban,True,2024-01-15,50,8000,0.6,0.6,41.3295,-72.0854,True,
University of Connecticut at Hartford,http://vm.uconn.edu/~wwwhtfd/ugrad/,Hartford,CT,Public,Medium,0.5,1200,25,15000,45000,12000,0.65,0.8,8000,15,Northeast,"Business, Health Sciences, Education",50000,Urban,True,2024-01-15,50,8000,0.6,0.5,41.763,-72.685,True,
University of Connecticut at Stamford,http://www.stamford.uconn.edu/,Stamford,CT,Public,Medium,0.5,1250,27,15000,45000,13000,0.65,0.8,4000,15,Northeast,"Business, Psychology, Engineering",60000,Urban,True,2024-01-15,50,8000,0.6,0.5,41.0534,-73.5389,True,
University of Connecticut at Waterbury,http://www.waterbury.uconn.edu/,Waterbury,CT,Public,Medium,0.5,1200,25,15000,45000,12000,0.6,0.75,3000,15,Northeast,"Business, Engineering, Health Sciences",50000,Urban,True,2024-01-01,50,8000,0.6,0.5,41.5582,-73.0515,True,
University of Connecticut Health Center,http://www.uchc.edu/,Farmington,CT,Public,Medium,0.4,1300,28,15000,45000,13000,0.7,0.85,3000,15,Northeast,"Medicine, Nursing, Biomedical Sciences",70000,Suburban,False,2024-01-01,75,8000,0.6,0.4,41.7265,-72.797,True,
University of Dallas,http://www.udallas.edu/,Irving,TX,Private,Small,0.5,1230,27,40000,40000,13000,0.7,0.8,3000,12,Southwest,"Business, Psychology, Philosophy",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,32.8501,-96.9489,True,
University of Dayton,http://www.udayton.edu/,Dayton,OH,Private,Medium,0.73,1230,27,45000,45000,13000,0.76,0.85,8000,12,Midwest,"Business, Engineering, Education",60000,Urban,True,2024-01-15,50,20000,0.85,0.73,39.7589,-84.1916,True,
University of Delaware,http://www.udel.edu/,Newark,DE,Public,Large,0.65,1300,28,15000,35000,13000,0.85,0.9,23000,16,Northeast,"Business, Engineering, Biological Sciences",60000,Suburban,True,2024-01-15,75,8000,0.65,0.65,39.6837,-75.7496,True,000425
University of Denver,http://www.du.edu/,Denver,CO,Private,Medium,0.5,1250,27,55000,55000,13000,0.76,0.87,12000,11,West,"Business, Psychology, Communication",60000,Urban,True,2024-01-15,65,20000,0.75,0.5,39.7392,-104.9903,True,001371
University of Detroit Mercy,http://www.udmercy.edu/,Detroit,MI,Private,Medium,0.5,1150,24,32000,32000,12000,0.67,0.75,7000,12,Midwest,"Nursing, Business Administration, Engineering",55000,Urban,True,2024-01-15,50,15000,0.7,0.5,42.3314,-83.0458,True,
University of Dubuque,http://www.dbq.edu/,Dubuque,IA,Private,Small,0.6,1100,25,30000,30000,12000,0.65,0.75,2000,12,Midwest,"Business, Psychology, Nursing",45000,Urban,True,2024-01-01,50,15000,0.7,0.6,42.4969,-90.6646,True,
University of Evansville,http://www.evansville.edu/,Evansville,IN,Private,Small,0.6,1150,24,35000,35000,12000,0.6,0.75,2500,12,Midwest,"Business Administration, Nursing, Psychology",45000,Urban,True,2024-01-15,50,15000,0.7,0.6,37.9748,-87.5558,True,
University of Findlay,http://www.findlay.edu/,Findlay,OH,Private,Medium,0.6,1150,24,30000,30000,12000,0.6,0.75,4000,15,Midwest,"Business, Health Sciences, Education",45000,Suburban,True,2024-01-15,50,10000,0.7,0.6,41.0392,-83.6499,True,
University of Florida,http://www.ufl.edu/,Gainesville,FL,Public,Large,0.36,1360,30,6000,28000,13000,0.87,0.94,52000,18,Southeast,"Business Administration, Engineering, Biological Sciences",60000,Suburban,True,2024-11-01,30,8000,0.65,0.36,29.6516,-82.3248,True,Florida
University of Georgia,http://www.uga.edu/,Athens,GA,Public,Large,0.4,1350,30,10000,30000,13000,0.85,0.93,38000,17,Southeast,"Business Administration, Biological Sciences, Psychology",60000,Suburban,True,2024-01-01,75,8000,0.6,0.4,33.951,-83.357,True,130095
University of Great Falls,http://www.ugf.edu/,Great Falls,MT,Private,Small,0.5,1100,25,20000,20000,12000,0.6,0.7,1000,12,West,"Business, Nursing, Education",40000,Urban,True,2024-08-01,50,10000,0.7,0.5,47.4944,-111.3008,True,
University of Hartford,http://www.hartford.edu/,Hartford,CT,Private,Medium,0.55,1200,25,40000,40000,13000,0.65,0.75,5000,13,Northeast,"Business, Engineering, Health Sciences",50000,Urban,True,2024-01-15,50,15000,0.7,0.55,41.763,-72.673,True,
University of Hawaii - Hilo,http://www.uhh.hawaii.edu/,Hilo,HI,Public,Medium,0.6,1100,25,12000,30000,13000,0.5,0.7,3500,15,West,"Business Administration, Biology, Psychology",40000,Suburban,True,2024-01-15,50,8000,0.6,0.6,19.7066,-155.0904,True,166129
University of Hawaii - Manoa,http://www.uhm.hawaii.edu/,Honolulu,HI,Public,Large,0.55,1230,25,12000,36000,15000,0.63,0.85,20000,18,West,"Business, Biological Sciences, Psychology",55000,Urban,True,2024-01-05,70,8000,0.65,0.55,21.2951,-157.8583,True,162270
University Of Hawaii - System,http://www.hawaii.edu/,Honolulu,HI,Public,Large,0.6,1150,24,12000,30000,15000,0.6,0.75,20000,18,West,"Business Administration, Nursing, Psychology",50000,Urban,True,2024-01-15,50,8000,0.65,0.6,21.3069,-157.8583,True,
University of Hawaii - West Oahu,http://www.uhwo.hawaii.edu/,Kapolei,HI,Public,Small,0.6,1100,25,8000,24000,12000,0.5,0.7,3000,15,West,"Business Administration, Social Sciences, Health Sciences",45000,Suburban,True,2024-05-01,50,8000,0.6,0.6,21.3563,-158.0714,True,
University of Health Sciences,http://www.uhs.edu/,Unknown City,IL,Public,Medium,0.5,1200,25,10000,25000,12000,0.65,0.8,8000,15,Midwest,"Nursing, Public Health, Pharmacy",50000,Suburban,True,2024-01-15,50,8000,0.6,0.5,40.0,-89.0,True,
University of Houston,http://www.uh.edu/,Houston,TX,Public,Large,0.6,1200,25,11000,32000,12000,0.6,0.8,46000,20,Southwest,"Business, Engineering, Health Sciences",60000,Urban,True,2024-01-15,75,8000,0.6,0.6,29.7174,-95.4018,True,Texas A&M University
"University of Houston, Clear Lake",http://www.cl.uh.edu/,Houston,TX,Public,Medium,0.6,1150,24,10000,25000,12000,0.55,0.75,8000,20,Southwest,"Business Administration, Psychology, Biological Sciences",50000,Suburban,True,2024-01-15,50,8000,0.6,0.6,29.5439,-95.1342,True,
"University of Houston, Downtown",http://www.dt.uh.edu/,Houston,TX,Public,Medium,0.5,1100,24,9500,23000,12000,0.55,0.75,15000,20,Southwest,"Business Administration, Criminal Justice, Psychology",50000,Urban,True,2024-01-15,50,8000,0.6,0.5,29.7604,-95.3698,True,227200
"University of Houston, Victoria",http://www.vic.uh.edu/,Victoria,TX,Public,Small,0.6,1100,25,9500,21000,12000,0.5,0.7,3000,15,Southwest,"Business Administration, Psychology, Nursing",40000,Suburban,True,2024-08-01,50,8000,0.6,0.6,28.8053,-96.1334,True,
University of Idaho,http://www.uidaho.edu/,Moscow,ID,Public,Medium,0.7,1150,24,8500,26000,12000,0.6,0.8,12000,16,West,"Business, Engineering, Agriculture",45000,Rural,True,2024-01-15,50,8000,0.6,0.7,46.7315,-116.996,True,100199
University of Illinois,http://www.uillinois.edu/,Champaign,IL,Public,Large,0.62,1320,29,16000,35000,12000,0.84,0.92,48000,18,Midwest,"Engineering, Business, Computer Science",65000,Urban,True,2024-01-05,60,8000,0.65,0.62,40.1106,-88.2073,True,151530
University of Illinois at Chicago,http://www.uic.edu/,Chicago,IL,Public,Large,0.65,1200,25,15000,30000,12000,0.67,0.85,29000,18,Midwest,"Business, Engineering, Health Sciences",60000,Urban,True,2024-01-15,60,8000,0.65,0.65,41.8755,-87.6244,True,148948
University of Illinois at Springfield,http://www.uis.edu/,Springfield,IL,Public,Small,0.6,1100,25,13000,26000,12000,0.6,0.75,4000,15,Midwest,"Business Administration, Health Sciences, Public Affairs",45000,Urban,True,2024-01-15,50,8000,0.6,0.6,39.7817,-89.6501,True,150034
University of Illinois at Urbana-Champaign,http://www.uiuc.edu/,Champaign,IL,Public,Large,0.62,1400,32,16000,50000,13000,0.84,0.93,49000,18,Midwest,"Engineering, Business, Computer Science",70000,Urban,True,2024-01-05,70,8000,0.65,0.62,40.1106,-88.2073,True,151423
University of Indianapolis,http://www.uindy.edu/,Indianapolis,IN,Private,Medium,0.6,1150,24,32000,32000,12000,0.6,0.75,5000,14,Midwest,"Business, Nursing, Psychology",45000,Urban,True,2024-01-15,50,15000,0.7,0.6,39.7348,-86.1739,True,
University of Iowa,http://www.uiowa.edu/,Iowa City,IA,Public,Large,0.84,1300,28,10000,30000,13000,0.73,0.87,30000,16,Midwest,"Business, Psychology, Nursing",60000,Urban,True,2024-01-01,50,8000,0.65,0.84,41.6611,-91.5302,True,151197
University of Kansas,http://www.ku.edu/,Lawrence,KS,Public,Large,0.9,1200,25,10500,30000,12000,0.6,0.8,26000,18,Midwest,"Business, Engineering, Psychology",50000,Suburban,True,2024-01-01,50,8000,0.6,0.9,38.9566,-95.2518,True,202535
University of Kentucky,http://www.uky.edu/,Lexington,KY,Public,Large,0.85,1230,26,12000,30000,13000,0.65,0.85,30000,18,Southeast,"Business, Nursing, Engineering",50000,Urban,True,2024-01-15,50,8000,0.65,0.85,38.0368,-84.5038,True,
University of La Verne,http://www.ulaverne.edu/,La Verne,CA,Private,Medium,0.5,1200,25,42000,42000,13000,0.65,0.75,8000,15,West,"Business Administration, Psychology, Education",50000,Suburban,True,2024-01-15,50,15000,0.7,0.5,34.1004,-117.7642,True,
University of Louisiana at Lafayette,http://www.louisiana.edu/,Lafayette,LA,Public,Large,0.6,1150,24,9500,23000,12000,0.5,0.75,19000,20,Southeast,"Engineering, Business, Education",45000,Urban,True,2024-01-15,50,8000,0.6,0.6,30.2241,-92.0198,True,
University of Louisiana at Monroe,http://www.ulm.edu/,Monroe,LA,Public,Medium,0.6,1100,25,9500,22000,12000,0.5,0.7,9000,18,Southeast,"Business Administration, Nursing, Psychology",40000,Urban,True,2024-01-15,50,8000,0.6,0.6,32.5093,-92.1193,True,160393
University of Louisville,http://www.louisville.edu/,Louisville,KY,Public,Large,0.65,1200,25,12000,30000,13000,0.58,0.77,22000,16,Southeast,"Business, Nursing, Engineering",50000,Urban,True,2024-01-15,50,8000,0.6,0.65,38.2542,-85.7594,True,001999
University of Maine (System),http://www.maine.edu/,Orono,ME,Public,Large,0.6,1150,24,10500,29500,13000,0.6,0.8,12000,17,Northeast,"Business, Engineering, Biological Sciences",45000,Rural,True,2024-01-15,50,8000,0.65,0.6,44.9008,-68.6693,True,190610
"University of Maine, Augusta",http://www.uma.maine.edu/,Augusta,ME,Public,Small,0.7,1100,25,8000,24000,12000,0.5,0.7,3000,15,Northeast,"Business Administration, Health Sciences, Criminal Justice",40000,Urban,True,Rolling,50,8000,0.6,0.7,44.3106,-69.7795,True,
"University of Maine, Farmington",http://www.umf.maine.edu/,Farmington,ME,Public,Small,0.6,1100,25,9500,21000,12000,0.65,0.75,2000,15,Northeast,"Education, Business, Psychology",45000,Rural,True,2024-01-15,50,8000,0.6,0.6,44.6749,-70.1537,True,
"University of Maine, Fort Kent",http://www.umfk.maine.edu/,Fort Kent,ME,Public,Small,0.7,1100,25,8000,24000,12000,0.6,0.75,800,15,Northeast,"Nursing, Business Administration, Environmental Science",40000,Rural,True,2024-08-01,50,7000,0.6,0.7,47.25,-68.59,True,
"University of Maine, Machias",http://www.umm.maine.edu/,Machias,ME,Public,Small,0.65,1100,24,9000,27000,12000,0.55,0.75,800,12,Northeast,"Business, Education, Environmental Science",40000,Rural,True,2024-01-15,50,8000,0.65,0.65,44.7001,-67.4455,True,
"University of Maine, Orono",http://www.umaine.edu/,Orono,ME,Public,Large,0.6,1150,25,12000,35000,13000,0.65,0.85,12000,17,Northeast,"Business, Engineering, Biological Sciences",45000,Rural,True,2024-01-15,50,8000,0.6,0.6,44.8852,-68.6693,True,
"University of Maine, Presque Isle",http://www.umpi.maine.edu/,Presque Isle,ME,Public,Small,0.7,1050,21,8000,16000,12000,0.5,0.75,1200,15,Northeast,"Business Administration, Education, Biology",40000,Rural,True,Rolling,50,7000,0.6,0.7,46.6875,-67.8404,True,
University of Management & Technology,http://www.umtweb.edu/,Arlington,VA,Private For-Profit,Small,0.7,1100,25,15000,15000,12000,0.5,0.7,1000,15,Southeast,"Business Administration, Information Technology, Health Services",40000,Urban,True,Rolling,50,8000,0.6,0.7,38.879,-77.106,True,
University of Mary,http://www.umary.edu/,Bismarck,ND,Private,Small,0.5,1150,24,15000,15000,12000,0.6,0.75,3000,12,Midwest,"Nursing, Business Administration, Education",45000,Urban,True,2024-08-01,50,10000,0.7,0.5,46.8083,-100.7837,True,
University of Mary Hardin-Baylor,http://www.umhb.edu/,Belton,TX,Private,Medium,0.5,1150,25,32000,32000,12000,0.6,0.8,3500,12,Southwest,"Nursing, Business Administration, Education",45000,Suburban,True,2024-01-15,50,20000,0.7,0.5,31.0733,-97.4637,True,
